Area_ID,Latitude,Longitude,Crime_Count,Violent_Crime,Theft_Count,Assault_Count,Harassment_Count,Hour,Day,Month,Weekend,Streetlight_Count,Working_Streetlights,Broken_Streetlights,Population_Density,Footfall,Bus_Stop_Count,Metro_Distance_km,Police_Distance_km,Hospital_Distance_km,School_Count,Commercial_Area,Residential_Area,Weather,Visibility,CCTV_Count,Previous_Risk,Crime_Trend,Emergency_Calls,Risk_Level
3904,12.864431026084032,80.08609083431689,62,30,3,20,10,15,Thu,5,0,51,36,15,678,1731,22,5.08,1.85,3.12,4,1,0,Sunny,Medium,14,High,Stable,44,High
3905,13.36905827502786,80.19125344507216,44,0,35,0,0,21,Sat,8,1,51,35,16,7004,1750,19,1.22,11.92,6.07,15,0,1,Rain,Poor,54,Medium,Decreasing,36,High
3906,12.944146674620026,80.25298889054339,62,0,25,0,0,10,Tue,9,0,25,21,4,2267,4429,10,2.8,11.11,6.28,15,1,1,Cloudy,Good,96,Medium,Stable,46,High
3907,13.285296735613095,80.04871128308739,79,34,27,13,21,5,Thu,3,0,23,17,6,13906,3356,19,0.7,0.7,6.09,4,0,1,Rain,Poor,64,Low,Decreasing,49,High
3908,13.387499274602845,80.24624174893437,73,26,43,0,26,19,Thu,6,0,40,34,6,4489,1248,24,0.74,0.67,9.43,4,0,1,Fog,Medium,94,Medium,Decreasing,40,High
3909,12.806767957393175,80.3262095659426,69,27,11,9,18,3,Sun,11,1,33,32,1,6611,1419,29,0.68,10.14,10.1,0,1,1,Cloudy,Medium,17,Low,Stable,40,High
3910,13.15837158368535,80.4325135437145,69,29,20,4,25,7,Tue,10,0,14,11,3,8220,3628,20,2.47,4.72,11.66,4,0,1,Cloudy,Good,37,Low,Increasing,34,High
3911,13.16540876333044,80.19277331803092,58,7,30,5,2,22,Sat,4,0,16,12,4,24311,819,8,3.34,11.19,3.92,11,1,1,Sunny,Good,45,High,Decreasing,14,High
3912,12.903414866890746,80.24157111036101,26,7,5,3,4,21,Thu,5,0,34,34,0,20080,4533,1,5.21,4.84,7.85,20,1,1,Sunny,Medium,25,Medium,Decreasing,5,Medium
3913,12.935703107349289,80.25171648270154,33,10,20,9,1,11,Sat,5,0,8,6,2,4355,3509,10,5.24,5.77,0.11,18,1,0,Sunny,Poor,2,Medium,Decreasing,0,High
3914,13.326711364345037,80.45097352094676,68,14,37,12,2,15,Tue,3,0,46,31,15,17034,3400,28,12.15,5.95,11.99,4,0,1,Rain,Good,25,High,Increasing,47,High
3915,13.323836241545518,80.52067368573178,10,5,5,1,4,6,Sat,3,1,14,10,4,21004,1736,8,1.05,9.83,6.77,0,0,1,Cloudy,Good,86,Low,Stable,54,Low
3916,13.218754893400101,80.22765373225468,10,1,1,0,1,19,Sun,10,0,54,45,9,6883,2585,29,4.61,8.86,10.71,2,0,1,Rain,Good,47,High,Increasing,2,Low
3917,12.856613811419955,80.2680533991722,69,20,34,9,11,7,Mon,12,0,77,57,20,16986,4222,9,6.84,1.17,3.51,7,1,1,Cloudy,Medium,36,Medium,Increasing,30,High
3918,13.098317940472148,80.59223722794134,71,35,34,14,21,11,Tue,10,0,74,65,9,13540,1836,4,10.81,10.95,4.55,2,0,1,Cloudy,Poor,96,Low,Increasing,52,High
3919,13.323613508019148,80.22018694075764,79,33,9,10,23,22,Sun,8,0,78,71,7,16925,3541,0,12.09,0.55,10.11,14,1,0,Cloudy,Medium,71,Low,Increasing,25,High
3920,12.987419348933031,80.34450492252017,13,0,10,0,0,12,Thu,1,1,59,44,15,1608,495,8,6.31,2.33,3.55,11,0,1,Cloudy,Medium,21,High,Stable,12,Low
3921,12.879539092060353,80.06334864903751,40,13,25,0,13,6,Sun,7,0,36,34,2,5331,2365,28,7.23,2.62,10.93,16,0,1,Rain,Poor,50,High,Increasing,32,High
3922,13.203475797689643,80.34408203707689,76,26,11,4,22,18,Sat,6,0,31,26,5,8235,3530,7,14.65,7.12,10.78,6,1,1,Sunny,Good,28,Low,Stable,47,High
3923,13.34410855386231,80.44617552373472,59,15,36,14,1,18,Thu,5,0,51,46,5,16014,4549,3,5.35,9.41,4.41,18,0,1,Fog,Poor,15,Medium,Increasing,46,High
3924,13.278447024595806,80.06626544960531,4,2,2,2,0,12,Fri,9,0,56,51,5,7299,938,29,6.66,11.15,2.43,14,1,1,Sunny,Medium,54,Low,Stable,55,Low
3925,13.303125120596958,80.41890535403039,49,2,16,2,0,11,Sun,9,0,38,28,10,8280,2150,17,9.44,2.96,2.52,1,1,1,Rain,Medium,38,Low,Increasing,6,High
3926,12.94716893480715,80.2981666006731,20,3,16,3,0,21,Sat,10,1,65,62,3,20322,585,3,12.77,9.54,3.82,19,1,1,Rain,Medium,71,Medium,Increasing,0,Medium
3927,13.295405373044861,80.57076720804231,52,1,16,1,0,18,Sat,12,0,31,22,9,12301,3847,26,6.27,10.69,4.76,18,1,0,Rain,Good,37,High,Increasing,19,High
3928,13.112241251184685,80.06801596162066,79,31,29,16,15,11,Sun,10,1,38,37,1,6742,4722,7,1.7,1.99,9.85,15,0,1,Sunny,Medium,13,Medium,Increasing,5,High
3929,13.142875994906564,80.53153935154778,1,0,0,0,0,17,Mon,12,0,53,48,5,9822,4042,15,3.7,10.74,5.1,16,1,0,Rain,Medium,48,High,Increasing,10,Low
3930,13.091561485121645,80.08460741808189,70,27,11,9,18,7,Tue,3,1,69,65,4,23434,1700,7,13.73,3.17,10.05,14,0,1,Rain,Good,89,High,Increasing,45,High
3931,13.137040777624737,80.48550256986941,14,5,1,5,0,11,Thu,2,0,37,25,12,4958,387,23,13.53,5.93,5.03,20,1,1,Fog,Good,15,Low,Decreasing,56,Medium
3932,13.038879887260727,80.45113788054891,45,15,22,9,6,5,Mon,5,0,64,60,4,18308,1409,25,9.7,5.75,0.73,8,1,0,Cloudy,Good,45,Medium,Decreasing,44,High
3933,13.31154011087531,80.5703956228656,44,22,11,5,17,5,Fri,6,0,11,10,1,19676,284,6,9.06,7.3,3.17,14,1,0,Sunny,Good,55,Medium,Increasing,10,High
3934,13.07256776081728,80.2934955276421,18,6,2,0,6,20,Tue,8,0,46,36,10,17840,4710,3,4.36,2.46,10.18,13,0,1,Sunny,Poor,40,Medium,Increasing,49,Medium
3935,13.07255160209754,80.27630008075506,27,2,4,2,0,3,Thu,11,1,45,33,12,3021,1339,6,2.67,2.84,2.58,4,1,0,Rain,Medium,60,Medium,Increasing,37,Medium
3936,13.256655928084895,80.01995618621748,19,0,11,0,0,11,Thu,4,1,41,33,8,18691,4041,24,4.72,9.52,8.68,3,0,1,Fog,Medium,77,Medium,Decreasing,41,Low
3937,13.379962381670591,80.49761182978777,55,2,50,2,0,3,Tue,4,0,48,38,10,2537,2491,18,10.2,7.79,5.16,9,1,1,Sunny,Good,89,High,Increasing,13,High
3938,13.325592426784592,80.296313989488,25,10,6,9,1,6,Wed,11,0,37,33,4,9513,2665,17,10.34,0.35,6.57,15,1,1,Rain,Medium,82,High,Increasing,24,Low
3939,13.212789205329381,80.04562018520905,49,24,13,15,9,5,Tue,6,0,55,51,4,21222,583,22,11.37,8.06,8.08,5,0,1,Sunny,Good,81,Medium,Increasing,47,High
3940,13.139381193004665,80.47349266563154,23,9,3,1,8,2,Fri,7,1,77,54,23,7021,4251,17,5.38,11.59,4.59,11,1,0,Rain,Medium,78,Medium,Increasing,42,High
3941,12.982012045250666,80.27750682482562,72,25,42,18,7,19,Thu,5,1,52,49,3,3000,4635,28,8.75,7.71,5.53,7,0,1,Rain,Good,26,High,Stable,50,High
3942,12.832283729121421,80.31852212900972,55,13,36,9,4,8,Sat,11,0,59,56,3,14450,1210,29,3.79,5.53,5.6,3,1,1,Rain,Medium,36,High,Stable,7,High
3943,12.908179990345502,80.1862604006876,41,4,25,0,4,13,Tue,4,1,57,43,14,17078,3830,9,0.65,5.21,3.35,9,1,0,Fog,Poor,71,Medium,Increasing,8,Medium
3944,13.309266845555873,80.47356748649457,68,30,21,7,23,14,Thu,9,0,37,28,9,22944,3048,19,14.78,6.48,10.84,9,1,0,Sunny,Poor,87,Low,Increasing,19,High
3945,13.201849567205068,80.16486309749082,47,6,10,2,4,6,Mon,9,0,42,31,11,13407,4307,23,6.17,4.7,1.64,17,0,1,Rain,Poor,52,Low,Decreasing,14,High
3946,13.237756807921343,80.45372963640241,12,3,6,0,3,21,Thu,5,0,34,34,0,3911,2946,21,6.1,2.02,0.84,3,1,0,Cloudy,Medium,54,High,Decreasing,15,Low
3947,13.233951076362304,80.56287505904707,34,17,4,7,10,20,Sat,12,0,73,66,7,1249,4264,2,3.25,7.93,10.09,9,0,1,Fog,Good,17,High,Stable,9,High
3948,12.999871529677858,80.32941473015876,17,5,10,3,2,5,Wed,5,0,25,22,3,634,4637,13,6.95,7.02,10.76,18,1,0,Rain,Medium,80,Low,Decreasing,51,Low
3949,12.992226599721452,80.27102967618873,80,8,53,1,7,4,Fri,8,0,74,58,16,17333,1774,1,11.8,8.17,4.09,10,0,1,Cloudy,Medium,34,Medium,Increasing,9,High
3950,13.148653150970336,80.01128551361528,5,2,3,0,2,12,Sat,1,1,51,47,4,16290,216,2,2.65,8.39,9.35,19,1,1,Cloudy,Poor,13,Medium,Increasing,9,Low
3951,13.02779276900654,80.33097074803736,22,5,7,2,3,1,Thu,5,0,20,18,2,12410,87,7,10.67,0.23,0.98,3,0,1,Cloudy,Good,56,High,Increasing,38,Low
3952,12.968732493819648,80.54477744349457,64,21,29,5,16,23,Tue,11,0,29,22,7,21676,4589,20,5.16,6.98,10.36,14,0,1,Sunny,Poor,46,Medium,Increasing,19,High
3953,12.882346007075235,80.43154350433286,79,18,52,11,7,19,Thu,4,0,49,36,13,24495,3997,27,2.45,3.48,10.99,14,0,1,Sunny,Poor,37,Low,Increasing,43,High
3954,13.272120833863228,80.56781376124704,34,8,14,4,4,5,Tue,6,1,28,22,6,3260,2819,29,10.66,9.04,4.97,15,1,0,Rain,Medium,57,Medium,Decreasing,54,High
3955,12.970010464172931,80.41009733665099,64,19,3,5,14,12,Mon,6,1,33,33,0,8193,1113,26,13.51,3.54,0.27,15,1,0,Rain,Medium,33,Medium,Decreasing,0,High
3956,13.207706482608542,80.09037036645705,32,11,11,4,7,11,Sat,11,0,45,42,3,20671,4105,10,3.61,11.46,1.12,19,0,1,Rain,Poor,58,Low,Increasing,6,High
3957,13.27935382121983,80.30143203140364,63,1,14,1,0,18,Sun,1,0,16,15,1,10191,3866,22,8.27,0.11,11.36,7,0,1,Rain,Medium,19,High,Stable,4,High
3958,13.120472157794781,80.01083985835598,26,12,13,9,3,18,Sat,1,0,44,40,4,17623,2793,8,11.71,10.83,0.63,20,0,1,Fog,Medium,12,Medium,Increasing,6,High
3959,12.83108589769,80.29246891091935,37,17,10,5,12,0,Fri,9,0,20,15,5,23804,109,8,2.96,11.0,11.18,13,1,0,Fog,Poor,30,High,Stable,46,High
3960,13.242528280206773,80.5996800808712,29,7,15,0,7,18,Tue,10,0,18,17,1,817,478,1,14.52,10.26,0.69,4,1,0,Fog,Medium,51,High,Decreasing,39,Medium
3961,12.985245899314002,80.05844094859964,54,22,10,14,8,4,Sun,12,1,34,27,7,20155,1578,23,1.0,7.69,7.88,1,1,0,Cloudy,Poor,98,Low,Increasing,24,High
3962,12.800328796378539,80.03190377791722,40,11,28,1,10,22,Wed,4,0,19,16,3,3942,4581,9,13.16,1.09,10.01,9,1,1,Cloudy,Medium,35,Medium,Increasing,13,High
3963,13.254857815010315,80.50831138690586,65,31,26,26,5,5,Wed,7,0,20,20,0,17217,648,28,7.17,5.77,9.9,14,0,1,Cloudy,Medium,94,High,Stable,31,High
3964,13.352845009374049,80.10136248907129,77,7,57,0,7,17,Sun,3,0,15,13,2,22556,1237,30,13.19,0.74,0.95,4,1,1,Cloudy,Medium,10,High,Decreasing,37,High
3965,13.348226366558327,80.3429244682496,27,5,2,4,1,18,Wed,9,1,78,64,14,10244,2931,24,13.73,6.56,1.36,15,1,0,Rain,Good,96,Medium,Stable,8,Medium
3966,12.89889842950622,80.55869152475421,58,21,33,10,11,2,Sat,2,1,15,12,3,23864,2652,25,8.8,2.41,7.31,14,1,1,Sunny,Poor,27,Medium,Decreasing,29,High
3967,13.204973941346827,80.01207216769598,60,14,38,13,1,5,Sat,2,0,32,27,5,15881,4891,2,5.47,11.31,7.87,8,1,1,Rain,Good,17,Medium,Increasing,15,High
3968,12.866319984024061,80.49316420728461,25,6,13,0,6,23,Mon,4,0,5,5,0,2729,3062,17,12.48,5.54,0.36,9,0,1,Rain,Poor,34,High,Increasing,8,Medium
3969,13.370666517066615,80.43386225081379,48,21,18,2,19,7,Fri,12,1,43,31,12,5051,1124,25,11.9,0.26,3.75,10,0,1,Sunny,Poor,26,Medium,Increasing,42,High
3970,12.81744037382363,80.20853911039892,53,0,52,0,0,15,Wed,3,1,10,7,3,1660,3240,21,12.3,3.88,8.96,19,1,0,Fog,Good,93,Low,Decreasing,45,Medium
3971,12.948044430553018,80.1200564401112,77,8,40,5,3,16,Fri,8,1,41,30,11,24868,668,10,10.67,5.16,1.28,1,1,0,Cloudy,Poor,18,Medium,Decreasing,6,High
3972,13.09187999699429,80.4611628015697,50,25,3,5,20,10,Mon,12,1,47,38,9,3630,2862,25,2.76,1.33,9.82,18,1,0,Fog,Good,5,High,Increasing,16,High
3973,13.222324526569299,80.09209379692396,54,21,13,14,7,0,Mon,3,0,24,19,5,5856,999,1,9.86,1.46,3.34,0,0,1,Cloudy,Good,30,Medium,Decreasing,31,High
3974,13.156819550688498,80.23745647862539,22,0,19,0,0,20,Mon,4,0,29,20,9,19343,3718,4,13.45,4.93,10.84,6,1,1,Rain,Medium,32,Medium,Stable,24,Medium
3975,12.992548615150902,80.48249047198168,69,14,4,14,0,20,Wed,9,1,20,17,3,5142,2506,8,13.28,8.48,2.84,9,0,1,Rain,Poor,73,Medium,Stable,31,High
3976,13.381798833043689,80.27285240345947,73,31,14,0,31,3,Fri,12,0,10,10,0,2034,3383,2,10.14,4.76,4.93,12,0,1,Fog,Good,52,Medium,Decreasing,13,High
3977,12.922032255484412,80.22716824594058,53,9,13,1,8,18,Fri,2,1,40,33,7,19575,4224,30,10.46,10.77,5.26,10,1,0,Cloudy,Medium,59,High,Decreasing,53,High
3978,12.930197376812373,80.3333949780593,79,8,52,6,2,8,Mon,6,1,60,42,18,20824,2935,29,7.08,6.44,6.64,4,1,0,Rain,Poor,81,High,Increasing,0,High
3979,13.095390337114617,80.3361464573154,75,17,35,11,6,6,Tue,1,0,50,42,8,20464,4402,3,5.74,6.07,6.18,16,1,1,Fog,Good,74,Medium,Increasing,27,High
3980,12.840592916818231,80.43494493456627,70,4,48,0,4,23,Sat,7,0,6,6,0,23036,3212,30,14.87,5.1,10.91,9,0,1,Rain,Medium,61,High,Increasing,14,High
3981,13.22372818137826,80.37601171608962,18,7,5,4,3,12,Sun,1,0,67,61,6,14920,10,0,10.33,4.05,1.15,17,0,1,Rain,Good,98,High,Stable,32,Low
3982,12.926110264499826,80.58917707446854,58,13,37,11,2,10,Thu,5,0,57,51,6,15927,3008,5,11.47,4.06,10.28,3,1,1,Sunny,Good,35,High,Decreasing,51,High
3983,13.301555360849688,80.04764307534063,79,32,9,17,15,22,Sun,7,0,63,57,6,13923,2311,9,13.07,11.22,8.56,12,1,0,Fog,Poor,18,High,Decreasing,49,High
3984,13.359881706088425,80.12787466912147,58,19,25,9,10,0,Mon,1,1,36,27,9,23749,3286,18,12.04,10.83,10.23,8,1,0,Sunny,Medium,16,Medium,Stable,5,High
3985,12.90558461485202,80.39911468970769,39,4,22,3,1,9,Fri,2,0,28,27,1,24534,499,2,6.54,7.54,9.72,18,0,1,Fog,Poor,91,Low,Stable,45,Medium
3986,13.064132819019767,80.10055195959158,41,14,14,0,14,18,Thu,11,0,34,30,4,17284,386,4,10.05,10.79,7.28,3,1,1,Sunny,Poor,40,High,Stable,13,High
3987,12.99114497399373,80.0498404142687,3,0,2,0,0,12,Mon,7,0,67,49,18,24108,3418,15,6.35,11.27,5.58,17,0,1,Fog,Poor,83,Medium,Stable,12,Low
3988,13.007040666726573,80.29421281933216,11,2,0,1,1,3,Fri,9,0,66,64,2,21716,2502,29,12.47,9.63,6.37,0,0,1,Fog,Medium,94,Medium,Decreasing,20,Low
3989,13.001512406058696,80.25098313984108,6,1,5,0,1,3,Sat,9,0,51,39,12,12523,3922,24,4.77,11.75,4.19,18,1,0,Cloudy,Medium,85,High,Stable,59,Low
3990,12.900843842535531,80.44035852357733,43,15,16,4,11,7,Mon,11,1,70,49,21,9610,4703,26,5.39,3.23,1.12,15,1,1,Fog,Medium,95,High,Decreasing,47,High
3991,13.271674012029969,80.35323579967661,56,3,5,3,0,8,Mon,8,0,10,8,2,18172,1277,21,6.71,7.25,7.16,17,1,1,Fog,Medium,23,Medium,Increasing,2,High
3992,13.28985197851554,80.15429055303568,4,1,3,0,1,17,Mon,10,0,53,41,12,7185,3243,24,10.96,0.85,3.86,11,1,0,Rain,Medium,29,Medium,Stable,36,Low
3993,13.030265856219934,80.08325097625756,78,23,53,0,23,8,Sun,6,1,13,12,1,11040,4459,9,0.23,5.42,4.92,4,0,1,Cloudy,Good,65,High,Decreasing,38,High
3994,12.836999135015795,80.19066491332008,64,10,53,5,5,4,Tue,12,0,24,22,2,6651,474,21,9.83,9.29,1.62,18,0,1,Rain,Poor,51,Medium,Stable,27,High
3995,13.003727795072333,80.12289804466583,48,2,9,0,2,17,Fri,2,0,30,24,6,14553,4653,30,0.63,1.98,3.78,6,0,1,Fog,Poor,38,Medium,Stable,6,Medium
3996,13.007127166404876,80.4404270826794,26,4,0,2,2,16,Thu,9,0,71,50,21,10914,2581,24,2.48,3.77,11.23,20,0,1,Rain,Medium,2,High,Decreasing,11,High
3997,13.25755155339956,80.2411357818726,72,7,6,5,2,11,Mon,3,1,43,36,7,6996,4690,26,6.46,5.77,11.88,4,0,1,Cloudy,Good,20,Medium,Decreasing,36,High
3998,13.191302833271246,80.05031984820566,22,8,1,0,8,5,Mon,1,0,59,47,12,6958,4974,24,12.54,9.89,1.37,11,1,0,Fog,Good,7,Low,Decreasing,24,High
3999,13.277045823506224,80.22137663971618,14,7,7,0,7,14,Mon,4,0,67,49,18,20538,346,8,0.65,5.7,3.19,17,0,1,Sunny,Poor,16,High,Stable,22,Medium
4000,12.85544006112977,80.2443774882076,24,3,13,0,3,5,Mon,5,0,31,22,9,12750,1797,30,11.93,2.43,2.29,12,0,1,Rain,Good,21,Low,Stable,35,Medium
4001,12.820884783674781,80.47228207301222,38,4,10,4,0,16,Sat,5,0,25,24,1,2390,130,10,13.75,3.69,2.64,9,0,1,Rain,Medium,99,Medium,Decreasing,9,Medium
4002,13.152204423103285,80.55833667508074,65,23,1,1,22,11,Tue,3,1,56,52,4,15139,1847,16,11.1,6.81,5.75,12,1,0,Fog,Poor,36,High,Stable,40,High
4003,12.835068747114496,80.28111261135646,32,5,22,1,4,17,Sun,7,0,52,42,10,9869,1303,3,14.82,1.46,6.61,12,0,1,Fog,Medium,83,Medium,Stable,59,Medium
4004,13.178930600145495,80.12130886947968,6,0,3,0,0,1,Thu,11,0,13,11,2,17083,4328,4,9.29,0.53,5.82,1,1,0,Rain,Good,30,Low,Stable,21,Low
4005,12.881350524532545,80.0249068518195,21,9,12,3,6,17,Fri,2,0,78,65,13,17375,2326,1,9.3,8.6,0.91,8,0,1,Fog,Poor,9,Medium,Stable,49,Medium
4006,12.917996627325229,80.17111665443839,32,5,0,0,5,23,Thu,6,0,44,36,8,15264,4106,7,10.37,4.11,8.52,16,0,1,Sunny,Poor,82,High,Decreasing,5,Medium
4007,13.103796299365705,80.14801844045147,17,4,8,3,1,0,Mon,10,0,10,10,0,16338,3030,12,8.38,3.26,6.64,0,0,1,Cloudy,Medium,96,Medium,Increasing,48,Low
4008,13.007254360422705,80.33267189449927,22,11,8,10,1,13,Tue,10,1,10,9,1,4598,1949,24,10.5,9.17,11.39,0,0,1,Rain,Medium,25,High,Increasing,24,Medium
4009,12.995095505059462,80.07705808495835,50,1,33,0,1,22,Sat,3,0,34,31,3,5191,2334,28,0.18,3.67,10.99,18,0,1,Fog,Medium,74,Low,Stable,26,Medium
4010,13.20960784221001,80.5306915742827,0,0,0,0,0,1,Wed,7,0,54,50,4,21825,2337,30,8.84,8.79,10.77,0,0,1,Cloudy,Good,4,Medium,Decreasing,48,Low
4011,13.293786024947961,80.48059222878237,38,15,8,4,11,2,Fri,9,0,63,54,9,17536,1853,25,6.49,11.28,0.83,17,1,0,Fog,Good,82,Medium,Stable,31,High
4012,12.891314356315357,80.43926309089393,49,20,10,8,12,22,Sat,1,1,45,34,11,19712,4590,23,13.99,5.05,3.56,20,0,1,Sunny,Medium,75,Medium,Increasing,25,High
4013,12.896238145169416,80.03066569646825,77,14,24,10,4,21,Fri,12,0,80,74,6,1793,4443,0,3.3,3.14,4.93,20,1,0,Fog,Good,83,Medium,Increasing,1,High
4014,12.93636406428623,80.05874906083557,39,1,29,0,1,8,Fri,4,1,36,34,2,3659,358,27,4.58,2.23,9.35,4,1,1,Sunny,Medium,37,Medium,Stable,7,Medium
4015,13.291768185568424,80.24188555689133,41,14,21,6,8,0,Tue,1,0,11,9,2,14806,2005,2,10.53,6.27,10.68,13,1,0,Rain,Good,36,Medium,Stable,1,High
4016,12.850000863428901,80.03428801149494,58,13,6,9,4,14,Sat,11,0,53,40,13,21705,2927,26,0.8,0.2,1.95,6,1,0,Cloudy,Poor,2,High,Decreasing,44,High
4017,13.291896333385898,80.36024379216612,63,14,21,0,14,20,Mon,9,0,37,25,12,13770,4689,7,13.74,0.31,10.68,3,0,1,Cloudy,Medium,28,Medium,Increasing,23,High
4018,13.314892400514196,80.02426393535339,66,27,11,12,15,15,Tue,2,1,55,42,13,10102,1681,16,12.88,1.38,6.98,6,1,1,Fog,Medium,44,Low,Stable,56,High
4019,13.18613245384752,80.45427458803269,42,2,37,1,1,8,Sat,1,0,24,19,5,4204,3160,14,0.29,0.42,6.78,5,0,1,Rain,Good,0,Low,Stable,42,Medium
4020,13.125096860237663,80.37474508459867,72,9,12,6,3,23,Thu,12,0,60,43,17,7384,2141,1,8.35,11.38,3.43,7,0,1,Cloudy,Poor,33,High,Decreasing,8,High
4021,13.381095796190735,80.43922943300929,36,9,2,0,9,5,Sun,9,0,6,4,2,933,4395,14,2.96,7.94,6.31,8,1,1,Cloudy,Poor,46,Low,Stable,2,High
4022,13.236725683764968,80.5345173980808,50,11,23,5,6,2,Thu,1,0,77,55,22,9372,1916,2,12.63,10.97,8.77,4,1,0,Rain,Medium,38,High,Increasing,35,High
4023,13.271483992867497,80.51508282286568,49,22,8,19,3,1,Sat,2,0,9,6,3,16483,3856,1,5.54,8.24,6.24,9,0,1,Fog,Good,47,Low,Decreasing,56,High
4024,13.059303388359577,80.57483256442073,20,2,8,0,2,12,Mon,10,0,73,54,19,19052,1523,25,7.16,6.87,7.93,9,0,1,Rain,Poor,8,High,Decreasing,39,Medium
4025,13.049570162362158,80.58464696512328,68,18,38,15,3,14,Wed,11,1,9,6,3,3978,4776,27,9.72,8.25,3.7,7,1,1,Rain,Good,2,Medium,Stable,9,High
4026,12.912026884647123,80.33708344852396,26,5,2,2,3,7,Wed,5,1,23,20,3,14875,528,24,14.38,5.5,10.04,0,0,1,Sunny,Medium,16,High,Stable,8,Medium
4027,12.805203396284641,80.24357370123823,76,17,28,14,3,5,Sat,5,0,71,51,20,15278,401,15,14.05,0.91,0.84,16,0,1,Rain,Poor,10,Low,Increasing,56,High
4028,13.32642093905751,80.25326467373257,32,0,19,0,0,21,Sun,10,1,49,39,10,14338,2337,0,6.96,0.44,6.51,2,0,1,Fog,Poor,25,Low,Decreasing,16,Medium
4029,13.26854561286641,80.28506908711233,19,4,11,4,0,15,Mon,5,0,7,5,2,6901,4142,8,9.43,6.63,9.74,15,1,0,Fog,Good,38,Low,Increasing,29,Low
4030,13.238827427544162,80.27772491133052,49,18,4,12,6,19,Tue,1,0,80,72,8,11567,3306,18,5.7,5.7,7.49,0,1,0,Fog,Medium,98,Low,Stable,20,High
4031,13.059556267681067,80.48390372014414,69,11,44,5,6,1,Fri,8,1,16,13,3,3896,3930,6,4.3,9.91,7.54,1,1,0,Fog,Poor,49,Medium,Increasing,7,High
4032,13.166155941770592,80.28129578030159,34,16,0,16,0,0,Tue,2,1,67,66,1,15210,1655,14,8.77,3.95,8.96,19,1,0,Rain,Good,11,Low,Decreasing,58,High
4033,13.215017746295432,80.3030212103746,0,0,0,0,0,17,Wed,9,0,19,18,1,14795,3504,28,6.1,7.68,1.92,4,1,0,Sunny,Medium,81,Low,Increasing,47,Low
4034,13.10433220185434,80.48780479248262,37,12,10,8,4,6,Tue,1,0,40,38,2,1709,485,30,9.65,1.58,2.55,9,0,1,Cloudy,Poor,57,Low,Increasing,57,Medium
4035,13.044775475225368,80.21683444208746,29,13,4,13,0,22,Tue,6,1,77,69,8,12023,2926,13,0.47,11.56,6.58,2,1,0,Sunny,Good,9,High,Decreasing,40,High
4036,13.250519968492961,80.04791752881816,45,22,10,11,11,20,Wed,1,0,79,66,13,3285,4675,25,6.27,6.54,10.88,18,0,1,Rain,Poor,0,Medium,Increasing,27,High
4037,12.971321755024684,80.17727963405207,52,16,26,3,13,1,Sat,7,1,10,8,2,8570,2238,18,2.1,7.03,9.41,3,1,1,Rain,Good,36,Low,Increasing,12,High
4038,13.323110058235915,80.25298927488363,51,3,17,2,1,2,Sun,2,1,26,23,3,8080,920,8,5.62,11.62,7.79,10,1,0,Rain,Good,76,Medium,Decreasing,42,High
4039,13.309580232850525,80.06564432857948,38,5,24,5,0,17,Fri,7,0,28,28,0,21489,674,8,12.12,1.64,5.09,10,1,0,Fog,Medium,40,Medium,Stable,51,Medium
4040,13.08185966429018,80.19990797716738,13,6,6,2,4,11,Mon,9,1,14,13,1,10148,2276,10,6.67,4.85,11.99,2,1,1,Cloudy,Good,78,High,Increasing,25,Low
4041,13.355018693272234,80.23908362282168,28,1,25,1,0,21,Tue,2,0,64,57,7,17367,2853,22,5.2,9.7,0.89,3,0,1,Rain,Poor,6,High,Increasing,46,High
4042,12.82385584245012,80.51362518840277,41,18,0,16,2,3,Mon,3,0,20,16,4,7132,3073,6,14.02,4.33,11.78,0,1,0,Fog,Medium,14,Low,Stable,52,High
4043,13.374636979427745,80.1505290351252,16,5,9,3,2,12,Mon,1,0,8,6,2,10863,2305,2,0.75,9.95,9.75,16,0,1,Fog,Medium,37,Medium,Stable,37,Medium
4044,12.827136033635657,80.10069899158894,78,16,58,6,10,1,Fri,9,0,56,48,8,20922,391,12,3.91,10.85,2.33,18,0,1,Cloudy,Good,8,Low,Stable,25,High
4045,13.356348253668969,80.38478441764902,48,5,15,5,0,19,Mon,2,1,18,15,3,5426,2134,14,1.64,3.14,8.77,10,0,1,Rain,Medium,68,Low,Stable,42,High
4046,12.935674253846349,80.04672403020332,23,1,19,1,0,19,Sun,4,0,63,48,15,24605,3297,30,0.62,6.38,10.55,5,1,0,Cloudy,Good,53,Low,Increasing,44,Medium
4047,13.191547673493861,80.00242526759554,30,10,13,3,7,15,Wed,10,1,75,75,0,24970,2454,14,7.62,1.6,1.62,16,1,1,Sunny,Poor,0,Medium,Stable,33,Medium
4048,13.0515521898761,80.23235398998887,67,3,14,2,1,12,Fri,11,0,52,43,9,3194,3584,21,2.59,10.02,8.46,12,1,1,Fog,Poor,68,Medium,Decreasing,37,High
4049,13.065906352710742,80.50523461270966,64,10,9,5,5,2,Mon,2,0,14,11,3,11128,2954,20,8.12,11.22,8.39,6,0,1,Sunny,Poor,25,Medium,Decreasing,52,High
4050,12.819075877154768,80.08982211612454,59,13,44,6,7,3,Sat,1,0,65,56,9,24413,3348,30,9.22,1.52,3.53,4,0,1,Rain,Good,88,High,Decreasing,43,High
